devices,date,time_slot,q_kfz,q_lkw,q_pkw,v_kfz
"MQQ245_Mch_H,DE33,34",2023-01-01,00:00-00:30,48.0,10.0,38.0,123.76
"MQQ245_Mch_H,DE33,34",2023-01-01,00:30-01:00,111.0,9.0,102.0,127.0
"MQQ245_Mch_H,DE33,34",2023-01-01,01:00-01:30,225.0,1.0,224.0,129.09
"MQQ245_Mch_H,DE33,34",2023-01-01,01:30-02:00,190.0,5.0,185.0,128.43
"MQQ245_Mch_H,DE33,34",2023-01-01,02:00-02:30,97.0,4.0,93.0,117.97
"MQQ245_Mch_H,DE33,34",2023-01-01,02:30-03:00,64.0,2.0,62.0,124.84
"MQQ245_Mch_H,DE33,34",2023-01-01,03:00-03:30,46.0,2.0,44.0,125.58
"MQQ245_Mch_H,DE33,34",2023-01-01,03:30-04:00,60.0,6.0,54.0,124.78
"MQQ245_Mch_H,DE33,34",2023-01-01,04:00-04:30,54.0,4.0,50.0,125.0
"MQQ245_Mch_H,DE33,34",2023-01-01,04:30-05:00,39.0,4.0,35.0,128.43
"MQQ245_Mch_H,DE33,34",2023-01-01,05:00-05:30,46.0,3.0,43.0,121.04
"MQQ245_Mch_H,DE33,34",2023-01-01,05:30-06:00,58.0,3.0,55.0,126.41
"MQQ245_Mch_H,DE33,34",2023-01-01,06:00-06:30,73.0,8.0,65.0,128.88
"MQQ245_Mch_H,DE33,34",2023-01-01,06:30-07:00,95.0,4.0,91.0,124.7
"MQQ245_Mch_H,DE33,34",2023-01-01,07:00-07:30,115.0,4.0,111.0,130.86
"MQQ245_Mch_H,DE33,34",2023-01-01,07:30-08:00,130.0,1.0,129.0,132.76
"MQQ245_Mch_H,DE33,34",2023-01-01,08:00-08:30,176.0,3.0,173.0,133.44
"MQQ245_Mch_H,DE33,34",2023-01-01,08:30-09:00,247.0,2.0,245.0,134.0
"MQQ245_Mch_H,DE33,34",2023-01-01,09:00-09:30,375.0,10.0,365.0,134.83
"MQQ245_Mch_H,DE33,34",2023-01-01,09:30-10:00,610.0,2.0,608.0,133.55
"MQQ245_Mch_H,DE33,34",2023-01-01,10:00-10:30,787.0,6.0,781.0,131.89
"MQQ245_Mch_H,DE33,34",2023-01-01,10:30-11:00,974.0,9.0,965.0,126.91
"MQQ245_Mch_H,DE33,34",2023-01-01,11:00-11:30,1150.0,13.0,1137.0,125.24
"MQQ245_Mch_H,DE33,34",2023-01-01,11:30-12:00,1169.0,16.0,1153.0,123.53
"MQQ245_Mch_H,DE33,34",2023-01-01,12:00-12:30,1181.0,18.0,1163.0,124.13
"MQQ245_Mch_H,DE33,34",2023-01-01,12:30-13:00,1098.0,14.5,1083.5,124.89
"MQQ245_Mch_H,DE33,34",2023-01-01,13:00-13:30,948.0,11.0,937.0,129.09
"MQQ245_Mch_H,DE33,34",2023-01-01,13:30-14:00,968.0,16.0,952.0,128.74
"MQQ245_Mch_H,DE33,34",2023-01-01,14:00-14:30,1002.0,15.0,987.0,127.88
"MQQ245_Mch_H,DE33,34",2023-01-01,14:30-15:00,971.0,13.0,958.0,126.89
"MQQ245_Mch_H,DE33,34",2023-01-01,15:00-15:30,975.0,18.0,957.0,126.11
"MQQ245_Mch_H,DE33,34",2023-01-01,15:30-16:00,1024.0,12.0,1012.0,127.09
"MQQ245_Mch_H,DE33,34",2023-01-01,16:00-16:30,909.0,13.0,896.0,128.03
"MQQ245_Mch_H,DE33,34",2023-01-01,16:30-17:00,931.0,20.0,911.0,123.84
"MQQ245_Mch_H,DE33,34",2023-01-01,17:00-17:30,934.0,22.0,912.0,123.74
"MQQ245_Mch_H,DE33,34",2023-01-01,17:30-18:00,850.0,18.0,832.0,124.19
"MQQ245_Mch_H,DE33,34",2023-01-01,18:00-18:30,941.0,11.5,929.5,124.64
"MQQ245_Mch_H,DE33,34",2023-01-01,18:30-19:00,678.0,10.0,668.0,129.72
"MQQ245_Mch_H,DE33,34",2023-01-01,19:00-19:30,598.0,13.0,585.0,132.12
"MQQ245_Mch_H,DE33,34",2023-01-01,19:30-20:00,550.0,12.0,538.0,132.81
"MQQ245_Mch_H,DE33,34",2023-01-01,20:00-20:30,420.0,8.0,412.0,131.74
"MQQ245_Mch_H,DE33,34",2023-01-01,20:30-21:00,404.0,8.0,396.0,134.09
"MQQ245_Mch_H,DE33,34",2023-01-01,21:00-21:30,338.0,13.0,325.0,134.13
"MQQ245_Mch_H,DE33,34",2023-01-01,21:30-22:00,275.0,5.0,270.0,138.05
"MQQ245_Mch_H,DE33,34",2023-01-01,22:00-22:30,265.0,22.0,243.0,135.97
